tmdb_id,imdb_id,title,original_title,original_language,release_date,year,runtime_min,genres,popularity,vote_average,vote_count,budget_usd,revenue_usd,overview,tagline,director,top_cast,production_companies,production_countries,us_rating,keywords,poster_path,tmdb_url
1284460,tt32275943,Alpha,Alpha,fr,2025-08-20,2025,128,"Horror, Drama, Science Fiction",22.0758,6.4,103,0,0,"Alpha, a troubled 13-year-old lives with her single mom. Their world collapses the day she returns from school with a tattoo on her arm.",Love leaves a mark.,Julia Ducournau,"Mélissa Boros, Tahar Rahim, Golshifteh Farahani, Emma Mackey, Finnegan Oldfield","Mandarin & Compagnie, Kallouche Cinéma, Frakas Productions, France 3 Cinéma, RTBF, Proximus, BeTV, Orange, Shelter Prod","France, Belgium",R,"coming of age, disease, pandemic, mother daughter relationship, body horror, depressing",https://image.tmdb.org/t/p/w500/PvdD2gTqSZfFWclP9ee4bqCn0B.jpg,https://www.themoviedb.org/movie/1284460
1575337,tt38872297,Cosmic Princess Kaguya!,超かぐや姫！,ja,2026-01-22,2026,141,"Animation, Fantasy, Music, Science Fiction",22.0723,8.438,65,0,0,"Iroha's life gets knocked off its orbit when Kaguya, a carefree runaway from the Moon, moves in and convinces her to perform in a virtual world together.",Are you Princess Kaguya?,Shingo Yamashita,"Yuko Natsuyoshi, Anna Nagase, Saori Hayami, Miyu Irino, Yuma Uchida","Studio Colorido, Studio Chromato, Twin Engine",Japan,PG,"time travel, anime, virtual world, idol, science fantasy",https://image.tmdb.org/t/p/w500/9I9cM38gecZcwJ0C6r0cwfvtPJP.jpg,https://www.themoviedb.org/movie/1575337
354912,tt2380307,Coco,Coco,en,2017-10-27,2017,105,"Family, Animation, Music, Adventure",21.9699,8.197,20805,175000000,814641172,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",The celebration of a lifetime.,Lee Unkrich,"Anthony Gonzalez, Gael García Bernal, Benjamin Bratt, Alanna Ubach, Renée Victor",Pixar,United States of America,PG,"skeleton, mexico, guitar, afterlife, musician, holiday, villain, singer, murderer, life after death",https://image.tmdb.org/t/p/w500/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg,https://www.themoviedb.org/movie/354912
1083637,tt26439764,Kantara - A Legend: Chapter 1,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,kn,2025-10-01,2025,165,"Action, Drama, Fantasy",21.9569,7.0,71,14000000,91000000,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",,Rishab Shetty,"Rishab Shetty, Rukmini Vasanth, Jayaram, Gulshan Devaiah, Ramitha Shailendra",Hombale Films,India,,,https://image.tmdb.org/t/p/w500/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg,https://www.themoviedb.org/movie/1083637
414906,tt1877830,The Batman,The Batman,en,2022-03-01,2022,177,"Crime, Mystery, Thriller",21.8417,7.658,11766,185000000,772775278,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",Unmask the truth.,Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell, Paul Dano","6th & Idaho Motion Picture Company, Dylan Clark Productions, DC Films, Warner Bros. Pictures",United States of America,PG-13,"police, psychopath, secret identity, crime fighter, superhero, nightclub, politician, based on comic, vigilante, organized crime",https://image.tmdb.org/t/p/w500/74xTEgt7R36Fpooo50r9T25onhq.jpg,https://www.themoviedb.org/movie/414906
1497970,tt37185884,Tom and Jerry: Forbidden Compass,猫和老鼠：星盘奇缘,zh,2025-08-02,2025,104,"Animation, Comedy, Family, Fantasy, Adventure",21.8367,6.2,28,0,2386590,"During a chase inside a museum, Tom and Jerry find a magical object and end up being transported through time. Lost in a distant era, they will need to work together to find a way back home.",The cat and mouse chase never ends!,Zhang Gang,"Jiang Wen, Shun Zi, Lan Long, Tu Xiongfei, Li Baixin","Warner Bros. China, China Film 中国电影股份, Wu Zhou Film Distribution, Original Force Animation, Origin Animation, China Film Group Corporation",China,PG,"museum, time travel, cat and mouse, foreign language adaptation, anthropomorphic animal",https://image.tmdb.org/t/p/w500/5qttWFjsO62k88civZaDMHiBTvy.jpg,https://www.themoviedb.org/movie/1497970
1439112,tt32395062,Muzzle: City of Wolves,Muzzle: City of Wolves,en,2025-11-13,2025,93,"Action, Thriller, Mystery",21.7195,6.707,121,0,0,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.",Revenge has a new breed.,John Stalberg Jr.,"Aaron Eckhart, Tanya van Graan, Karl Thaning, Nicole Fortuin, Adrian Collins","Highland Film Group, Slow Burn, Broken Open Pictures, Bonfire Legend, Gramercy Park Media, Mannequin Films, Peachtree Media Partners, Vacancy Films",United States of America,R,"police dog, lapd",https://image.tmdb.org/t/p/w500/8qTMRmC07XCGidnKQFLbRM3FoDU.jpg,https://www.themoviedb.org/movie/1439112
361743,tt1745960,Top Gun: Maverick,Top Gun: Maverick,en,2022-05-21,2022,131,"Action, Drama",21.6581,8.152,10741,170000000,1488732821,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",Feel the need... The need for speed.,Joseph Kosinski,"Tom Cruise, Val Kilmer, Miles Teller, Jennifer Connelly, Bashir Salahuddin","Skydance Media, Don Simpson/Jerry Bruckheimer Films, Paramount Pictures",United States of America,PG-13,"fighter pilot, u.s. navy, sequel, nuclear weapons, military, aircraft carrier, naval aviation, war, admiring, audacious",https://image.tmdb.org/t/p/w500/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,https://www.themoviedb.org/movie/361743
359410,tt3359350,Road House,Road House,en,2024-03-08,2024,121,"Action, Thriller, Drama",21.6468,6.9,2932,85000000,0,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",Take it outside.,Doug Liman,"Jake Gyllenhaal, Conor McGregor, Billy Magnussen, Travis Van Winkle, Darren Barnet","Silver Pictures, Amazon MGM Studios",United States of America,R,"florida keys, mixed martial arts (mma), remake, bouncer, fighting, duringcreditsstinger, ufc, lighthearted",https://image.tmdb.org/t/p/w500/fDEdtS4P0gJsxHDIt8dG8TR5dx1.jpg,https://www.themoviedb.org/movie/359410
335984,tt1856101,Blade Runner 2049,Blade Runner 2049,en,2017-10-04,2017,164,"Science Fiction, Drama",21.585,7.591,14966,150000000,259239658,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",The key to the future is finally unearthed.,Denis Villeneuve,"Ryan Gosling, Harrison Ford, Ana de Armas, Dave Bautista, Robin Wright","Alcon Entertainment, Columbia Pictures, Scott Free Productions, Bud Yorkin Productions, Torridon Films, 16:14 Entertainment","Canada, United Kingdom, United States of America",R,"future, android, bounty hunter, artificial intelligence (a.i.), dystopia, sequel, cyberpunk, transhumanism, los angeles, california, las vegas",https://image.tmdb.org/t/p/w500/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,https://www.themoviedb.org/movie/335984
1197137,tt29644189,Black Phone 2,Black Phone 2,en,2025-10-15,2025,114,"Horror, Thriller",21.5562,6.705,1001,30000000,132248152,"Four years after defeating The Grabber, Finney Blake is struggling with life after captivity. When his younger sister Gwen begins receiving calls in her dreams from the Black Phone and seeing disturbing visions of three boys being stalked at a winter camp, the siblings become determined to solve the mystery and confront a killer who has grown more powerful in death and more significant to them than either could imagine.",Dead is just a word.,Scott Derrickson,"Mason Thames, Madeleine McGraw, Ethan Hawke, Miguel Mora, Demián Bichir","Blumhouse Productions, Crooked Highway, Universal Pictures, Divide / Conquer",United States of America,R,"mask, child abuse, dreams, sibling relationship, winter, child murder, supernatural, rocky mountains, colorado, sequel",https://image.tmdb.org/t/p/w500/gFddBLQ8wj9M9O82iPzgX5KVNHz.jpg,https://www.themoviedb.org/movie/1197137
1223601,tt31844586,Sisu: Road to Revenge,Sisu 2,fi,2025-10-21,2025,89,"Action, War",21.4778,7.343,648,12200000,9724644,"Returning to the house where his family was brutally murdered during the war, ""the man who refuses to die"" dismantles it, loads it on a truck, and is determined to rebuild it somewhere safe in their honor. When the commander who killed his family comes back hellbent on finishing the job, a relentless, eye-popping cross-country chase ensues.","When they took his family, he took revenge.",Jalmari Helander,"Jorma Tommila, Stephen Lang, Richard Brake, Tommi Korpela, Kaspar Velberg","Cosmic Snowball, Good Chaos, Subzero Film Entertainment","Finland, United Kingdom",R,"sequel, 1940s, karelia, venganza, secuela, immortal hero, mythic war survival, relentless vengeance, primal brutality, hostile wilderness warfare",https://image.tmdb.org/t/p/w500/jNsttCWZyPtW66MjhUozBzVsRb7.jpg,https://www.themoviedb.org/movie/1223601
393498,tt5192436,The Maiden,The Maiden,en,2016-04-18,2016,9,Horror,21.4446,6.2,13,0,0,A real estate agent tries to sell a haunted house.,,Michael Chaves,"Alia Raelynn, Penny Orloff, Brian Knudson, Sunnie Pelant, Betsy Sligh",,United States of America,,"haunted house, short film",https://image.tmdb.org/t/p/w500/twwxj5Utw7f4gaUZBWXuCgTz1Lw.jpg,https://www.themoviedb.org/movie/393498
574475,tt9619824,Final Destination Bloodlines,Final Destination Bloodlines,en,2025-05-14,2025,110,"Horror, Mystery",21.3205,7.049,2750,50000000,317854739,"Plagued by a violent recurring nightmare, college student Stefanie heads home to track down the one person who might be able to break the cycle and save her family from the grisly demise that inevitably awaits them all.",Death runs in the family.,"Adam B. Stein, Zach Lipovsky","Kaitlyn Santa Juana, Teo Briones, Rya Kihlstedt, Richard Harmon, Owen Patrick Joyner","New Line Cinema, Practical Pictures, Freshman Year, Fireside Films, Domain Entertainment",United States of America,R,"restaurant, gore, sequel, premonition, fate, family, death, near-death experience, 1960s, cheating death",https://image.tmdb.org/t/p/w500/6WxhEvFsauuACfv8HyoVX6mZKFj.jpg,https://www.themoviedb.org/movie/574475
1662432,tt41368989,Finding Harry: The Craft Behind the Magic,Finding Harry: The Craft Behind the Magic,en,2026-04-05,2026,26,Documentary,21.1814,7.714,14,0,0,"Featuring interviews from members of the casting, production design, costume design, and creature effects teams, follow the behind-the-scenes journey of bringing the Harry Potter books to the small screen. Find out how the new Golden Trio were found, and celebrate the commitment to detail of the artists, craftspeople, and technicians who have come together to bring the wizarding world to life.",An exclusive look inside the HBO series.,Eliot Rausch,"Nick Frost, Dominic McLaughlin, Arabella Stanton, Alastair Stout, John Lithgow",14 Florence Road Films,United Kingdom,PG,"magic, behind the scenes, making of, documentary, magic school, fantasy",https://image.tmdb.org/t/p/w500/aq8jKIfASiOR6wz9FCeeCH90xZq.jpg,https://www.themoviedb.org/movie/1662432
181812,tt2527338,Star Wars: The Rise of Skywalker,Star Wars: The Rise of Skywalker,en,2019-12-18,2019,142,"Adventure, Action, Science Fiction",21.1524,6.272,10729,489900000,1074144248,"The surviving Resistance faces the First Order once again as the journey of Rey, Finn and Poe Dameron continues. With the power and knowledge of generations behind them, the final battle begins.",The Saga Concludes.,J.J. Abrams,"Carrie Fisher, Mark Hamill, Daisy Ridley, Adam Driver, John Boyega","Lucasfilm Ltd., Bad Robot",United States of America,PG-13,space opera,https://image.tmdb.org/t/p/w500/db32LaOibwEliAmSL2jjDF6oDdj.jpg,https://www.themoviedb.org/movie/181812
209112,tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,en,2016-03-23,2016,152,"Action, Adventure, Fantasy",21.135,5.992,18859,250000000,874362803,"Fearing the actions of a god-like Super Hero left unchecked, Gotham City’s own formidable, forceful vigilante takes on Metropolis’s most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than it’s ever known before.",The greatest gladiator match in the history of the world.,Zack Snyder,"Ben Affleck, Henry Cavill, Jesse Eisenberg, Gal Gadot, Amy Adams","Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC",United States of America,PG-13,"superhero, based on comic, revenge, vigilante, super power, dc extended universe (dceu), antagonistic",https://image.tmdb.org/t/p/w500/5UsK3grJvtQrtzEgqNlDljJW96w.jpg,https://www.themoviedb.org/movie/209112
475557,tt7286456,Joker,Joker,en,2019-10-01,2019,122,"Crime, Thriller, Drama",21.0735,8.126,27513,55000000,1078958629,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",Put on a happy face.,Todd Phillips,"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen","Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films","Canada, United States of America",R,"society, based on comic, social commentary, psychological thriller, criminal mastermind, mental illness, anarchy, character study, clown makeup, outsider",https://image.tmdb.org/t/p/w500/udDclJoHjfjb8Ekgsd4FDteOkCU.jpg,https://www.themoviedb.org/movie/475557
102382,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,en,2014-04-16,2014,141,"Action, Adventure, Science Fiction",20.9689,6.53,14103,200000000,716934779,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",His greatest battle begins.,Marc Webb,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore","Columbia Pictures, Matt Tolmach Productions, Arad Productions, Marvel Entertainment",United States of America,PG-13,"experiment, obsession, secret identity, superhero, based on comic, sequel, electrocution, super power, masked superhero, teen superhero",https://image.tmdb.org/t/p/w500/bU7nTmvmy0h3VUP01v1T2imgH6N.jpg,https://www.themoviedb.org/movie/102382
